tension_id,lens,lens_letter,difference_type,entity_ids,shared_observable,shared_domain,difference_summary,evidence_basis,candidate_discriminator,data_available,cheap_test_possible,candidate_id,human_status,relation_confidences,source_paths,source_commit
T-0037,cross_species_inconsistency,H,one_state_many_species,model:maille2024.phi_closure | dataset:angeloni2023/bioactives | dataset:angeloni2023/inventories | dataset:angeloni2023/lipids | dataset:angeloni2023/total_solids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping,species_concentration,,maille2024.phi_closure predicts per-species concentration (evidence code_verification). 9 manifest datasets measure species concentration. Whether one hydraulic+transport state explains every species at once is not established by the corpus map.,"card interface outputs + manifest rows, verbatim labels retained",per-species residual structure under one shared fit,YES,YES,I-024,UNREVIEWED,deterministically_inferred | explicit,puckworks/data/MANIFEST.csv | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0038,cross_species_inconsistency,H,one_state_many_species,model:maille2024.two_regime | dataset:angeloni2023/bioactives | dataset:angeloni2023/inventories | dataset:angeloni2023/lipids | dataset:angeloni2023/total_solids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping,species_concentration,,maille2024.two_regime predicts per-species concentration (evidence source_curve_reproduction). 9 manifest datasets measure species concentration. Whether one hydraulic+transport state explains every species at once is not established by the corpus map.,"card interface outputs + manifest rows, verbatim labels retained",per-species residual structure under one shared fit,YES,YES,I-024,UNREVIEWED,deterministically_inferred | explicit,puckworks/data/MANIFEST.csv | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0039,cross_species_inconsistency,H,one_state_many_species,model:pannusch2024.closures | dataset:angeloni2023/bioactives | dataset:angeloni2023/inventories | dataset:angeloni2023/lipids | dataset:angeloni2023/total_solids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping,species_concentration,,pannusch2024.closures predicts per-species concentration (evidence code_verification). 9 manifest datasets measure species concentration. Whether one hydraulic+transport state explains every species at once is not established by the corpus map.,"card interface outputs + manifest rows, verbatim labels retained",per-species residual structure under one shared fit,YES,YES,I-024,UNREVIEWED,deterministically_inferred | explicit,puckworks/data/MANIFEST.csv | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0040,cross_species_inconsistency,H,one_state_many_species,model:pannusch2024.solver | dataset:angeloni2023/bioactives | dataset:angeloni2023/inventories | dataset:angeloni2023/lipids | dataset:angeloni2023/total_solids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping,species_concentration,,pannusch2024.solver predicts per-species concentration (evidence post_fit_reconstruction). 9 manifest datasets measure species concentration. Whether one hydraulic+transport state explains every species at once is not established by the corpus map.,"card interface outputs + manifest rows, verbatim labels retained",per-species residual structure under one shared fit,YES,YES,I-024,UNREVIEWED,deterministically_inferred | explicit,puckworks/data/MANIFEST.csv | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0041,evidence_asymmetry,K,leaned_on_but_not_empirically_tested,model:brewer2026.pack_generator | model:maille2024.phi_closure | model:maille2024.two_regime | model:wadsworth2026.grindmap,,,"brewer2026.pack_generator carries registry evidence_strength 'qualitative_capacity', and 3 other cards position themselves against it (maille2024.phi_closure, maille2024.two_regime, wadsworth2026.grindmap)",registry evidence_strength (verbatim) vs inbound overlaps mentions,an empirical test of the component on its own stage,UNKNOWN,UNKNOWN,I-025,UNREVIEWED,explicit,docs/cards/maille2024.md | docs/cards/wadsworth2026_grindmap.md | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0042,evidence_asymmetry,K,leaned_on_but_not_empirically_tested,model:cameron2020.extraction_bdf | model:grudeva2025.reduced | model:lee2023.feedback | model:liang2021.desorption | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:romancorrochano2017.extraction | model:wadsworth2026.inertial,,,"cameron2020.extraction_bdf carries registry evidence_strength 'code_verification', and 12 other cards position themselves against it (grudeva2025.reduced, lee2023.feedback, liang2021.desorption, maille2024.phi_closure, maille2024.two_regime, mo2023_2.coupled_bed, mo2023_2.swelling, moroney2016.surrogate, pannusch2024.closures, pannusch2024.solver, romancorrochano2017.extraction, wadsworth2026.inertial)",registry evidence_strength (verbatim) vs inbound overlaps mentions,an empirical test of the component on its own stage,UNKNOWN,UNKNOWN,I-026,UNREVIEWED,explicit,docs/cards/mo2023_2.md | docs/cards/moroney2016.md | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0043,evidence_asymmetry,K,leaned_on_but_not_empirically_tested,model:foster2025.infiltration | model:fasano2000_partI.fines_migration | model:grudeva2025.reduced | model:lee2023.feedback | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:waszkiewicz2025.poroelastic,,,"foster2025.infiltration carries registry evidence_strength 'sign_or_compatibility', and 11 other cards position themselves against it (fasano2000_partI.fines_migration, grudeva2025.reduced, lee2023.feedback, maille2024.phi_closure, maille2024.two_regime, mo2023_2.coupled_bed, mo2023_2.swelling, moroney2016.surrogate, pannusch2024.closures, pannusch2024.solver, waszkiewicz2025.poroelastic)",registry evidence_strength (verbatim) vs inbound overlaps mentions,an empirical test of the component on its own stage,UNKNOWN,UNKNOWN,I-027,UNREVIEWED,explicit,docs/cards/maille2024.md | docs/cards/mo2023_2.md | puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0044,hidden_discriminator,G,discriminator_with_data,model:brewer2026.coupled_kappa_t | model:cameron2020.extraction_bdf | model:fasano2000_partI.fines_migration | model:lee2023.feedback | model:wadsworth2026.inertial | model:waszkiewicz2025.poroelastic | dataset:gagne2021/grinder_arm_summary | dataset:gagne2021/resistance_decline_summary | dataset:gagne2021/shots | dataset:grudeva2025/params | dataset:mo2023_2/granulometry_table1 | dataset:mo2023_2/k0_table2,permeability,,"6 registered models name permeability among their interface outputs and 15 manifest dataset(s) measure it: brewer2026.coupled_kappa_t, cameron2020.extraction_bdf, fasano2000_partI.fines_migration, lee2023.feedback, wadsworth2026.inertial, waszkiewicz2025.poroelastic",brewer2026.coupled_kappa_t=exploratory_synthesis; cameron2020.extraction_bdf=code_verification; fasano2000_partI.fines_migration=qualitative_capacity; lee2023.feedback=qualitative_capacity; wadsworth2026.inertial=source_curve_reproduction; waszkiewicz2025.poroelastic=post_fit_reconstruction,permeability,YES,YES,I-029,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0045,hidden_discriminator,G,discriminator_with_data,model:brewer2026.coupled_kappa_t | model:cameron2020.extraction_bdf | model:fasano2000_partI.fines_migration | model:wadsworth2026.inertial | model:waszkiewicz2025.poroelastic | dataset:cameron2020/fig5_grind_deviation | dataset:de1_fixtureA | dataset:fasano2000_partI/fig8_1_experimental | dataset:fasano2000_partI/fig8_4_reversal | dataset:foster2025_2/fig15_flow | dataset:g10_liquor_rheology/khomyakov_kinematic_viscosity,flow,,"5 registered models name flow among their interface outputs and 21 manifest dataset(s) measure it: brewer2026.coupled_kappa_t, cameron2020.extraction_bdf, fasano2000_partI.fines_migration, wadsworth2026.inertial, waszkiewicz2025.poroelastic",brewer2026.coupled_kappa_t=exploratory_synthesis; cameron2020.extraction_bdf=code_verification; fasano2000_partI.fines_migration=qualitative_capacity; wadsworth2026.inertial=source_curve_reproduction; waszkiewicz2025.poroelastic=post_fit_reconstruction,flow,YES,YES,I-030,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0046,hidden_discriminator,G,discriminator_with_data,model:brewer2026.coupled_kappa_t | model:wadsworth2026.grindmap | dataset:maille2024/particle_porosity | dataset:maille2024/ssa | dataset:vacaguerra2023a/dry_porosity_validation | dataset:vacaguerra2023a/omega_coefficients | dataset:wadsworth2026/table1_full,porosity,,"2 registered models name porosity among their interface outputs and 5 manifest dataset(s) measure it: brewer2026.coupled_kappa_t, wadsworth2026.grindmap",brewer2026.coupled_kappa_t=exploratory_synthesis; wadsworth2026.grindmap=source_curve_reproduction,porosity,YES,YES,I-031,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0047,hidden_discriminator,G,discriminator_with_data,model:cameron2020.extraction_bdf | model:waszkiewicz2025.poroelastic | dataset:angeloni2023/bioactives | dataset:de1_fixtureA | dataset:egidi2024/table2 | dataset:fasano2000_partI/fig8_1_experimental | dataset:g3_pump_characteristic/ulka_envelope | dataset:gagne2021/shots,pressure,,"2 registered models name pressure among their interface outputs and 23 manifest dataset(s) measure it: cameron2020.extraction_bdf, waszkiewicz2025.poroelastic",cameron2020.extraction_bdf=code_verification; waszkiewicz2025.poroelastic=post_fit_reconstruction,pressure,YES,YES,I-032,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0171,hidden_discriminator,G,discriminator_with_data,model:foster2025.infiltration | model:foster2025.machine_mode | dataset:de1_fixtureA,first_drip_time,,"2 registered models name first_drip_time among their interface outputs and 1 manifest dataset(s) measure it: foster2025.infiltration, foster2025.machine_mode",foster2025.infiltration=sign_or_compatibility; foster2025.machine_mode=source_curve_reproduction,first_drip_time,YES,YES,I-090,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0050,hidden_discriminator,G,discriminator_with_data,model:grudeva2025.reduced | model:lee2023.feedback | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:romancorrochano2017.extraction | dataset:cameron2020/fig5_grind_deviation | dataset:mo2023_2/yield_strength_figs6_9 | dataset:pocketscience2024/edge_ey_condition_means | dataset:ribes2020/radial_ey | dataset:ribes2021/radial_ey,extraction_yield,,"10 registered models name extraction_yield among their interface outputs and 5 manifest dataset(s) measure it: grudeva2025.reduced, lee2023.feedback, maille2024.phi_closure, maille2024.two_regime, mo2023_2.coupled_bed, mo2023_2.swelling, moroney2016.surrogate, pannusch2024.closures, pannusch2024.solver, romancorrochano2017.extraction",grudeva2025.reduced=post_fit_reconstruction; lee2023.feedback=qualitative_capacity; maille2024.phi_closure=code_verification; maille2024.two_regime=source_curve_reproduction; mo2023_2.coupled_bed=post_fit_reconstruction; mo2023_2.swelling=source_curve_reproduction; moroney2016.surrogate=qualitative_capacity; pannusch2024.closures=code_verification; pannusch2024.solver=post_fit_reconstruction; romancorrochano2017.extraction=sign_or_compatibility,extraction_yield,YES,YES,I-033,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0051,hidden_discriminator,G,discriminator_with_data,model:grudeva2025.reduced | model:maille2024.phi_closure | model:maille2024.two_regime | model:mo2023_2.coupled_bed | model:mo2023_2.swelling | model:moroney2016.surrogate | model:pannusch2024.closures | model:pannusch2024.solver | model:romancorrochano2017.extraction | dataset:angeloni2023/total_solids | dataset:egidi2024/table2 | dataset:g10_liquor_rheology/telisromero2001_closures | dataset:gagne2021/shots | dataset:gloess2013/de_espresso_endpoint | dataset:liang2021/fig3_tds,tds,,"9 registered models name tds among their interface outputs and 15 manifest dataset(s) measure it: grudeva2025.reduced, maille2024.phi_closure, maille2024.two_regime, mo2023_2.coupled_bed, mo2023_2.swelling, moroney2016.surrogate, pannusch2024.closures, pannusch2024.solver, romancorrochano2017.extraction",grudeva2025.reduced=post_fit_reconstruction; maille2024.phi_closure=code_verification; maille2024.two_regime=source_curve_reproduction; mo2023_2.coupled_bed=post_fit_reconstruction; mo2023_2.swelling=source_curve_reproduction; moroney2016.surrogate=qualitative_capacity; pannusch2024.closures=code_verification; pannusch2024.solver=post_fit_reconstruction; romancorrochano2017.extraction=sign_or_compatibility,tds,YES,YES,I-034,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0052,hidden_discriminator,G,discriminator_with_data,model:maille2024.phi_closure | model:maille2024.two_regime | model:pannusch2024.closures | model:pannusch2024.solver | dataset:angeloni2023/bioactives | dataset:angeloni2023/inventories | dataset:angeloni2023/lipids | dataset:angeloni2023/total_solids | dataset:ellero2019/fig4_caffeine_content | dataset:khamitova2020/tamping,species_concentration,,"4 registered models name species_concentration among their interface outputs and 9 manifest dataset(s) measure it: maille2024.phi_closure, maille2024.two_regime, pannusch2024.closures, pannusch2024.solver",maille2024.phi_closure=code_verification; maille2024.two_regime=source_curve_reproduction; pannusch2024.closures=code_verification; pannusch2024.solver=post_fit_reconstruction,species_concentration,YES,YES,I-035,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0053,hidden_discriminator,G,discriminator_with_data,model:pannusch2024.closures | model:pannusch2024.solver | model:waszkiewicz2025.poroelastic | dataset:waszkiewicz2025/tds_solids_calibration,cumulative_mass,,"3 registered models name cumulative_mass among their interface outputs and 1 manifest dataset(s) measure it: pannusch2024.closures, pannusch2024.solver, waszkiewicz2025.poroelastic",pannusch2024.closures=code_verification; pannusch2024.solver=post_fit_reconstruction; waszkiewicz2025.poroelastic=post_fit_reconstruction,cumulative_mass,YES,YES,I-036,UNREVIEWED,deterministically_inferred,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0054,hidden_discriminator,G,card_without_interface_mapping,model:wadsworth2026.permeability,,,"wadsworth2026.permeability is registered but its card docs/cards/wadsworth2026.md has no `Interface mapping` section, so it contributes NO observable edges. Any observable it predicts is under-reported by the matrix.",card section index vs docs/cards/TEMPLATE.md,"add the template section to the card, then re-run the map",YES,YES,I-028,UNREVIEWED,explicit,puckworks/registry.py,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0056,hidden_discriminator,G,measured_but_unmodelled,observable:temperature | dataset:g10_liquor_rheology/telisromero2000_thermal | dataset:gagne2021/grinder_arm_summary | dataset:khamitova2020/tamping,temperature,,"3 manifest datasets measure temperature and NO card's outputs clause names it — either nothing registered models it, or a card without an interface section is hiding the one that does",manifest MEASURES edges vs card outputs clauses,"which registered component, if any, claims this output",YES,YES,I-038,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0057,lineage_circularity,E,mixed_strength_cell,dataset:angeloni2023/inventories,,,"MANIFEST validation_strength for angeloni2023/inventories names more than one strength: 'independent (measured R&G assay; different machine/coffee/basket)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0058,lineage_circularity,E,mixed_strength_cell,dataset:angeloni2023/total_solids_lipids_rsd,,,"MANIFEST validation_strength for angeloni2023/total_solids_lipids_rsd names more than one strength: 'independent (measured condition-level RSD); NOT solute-specific for named analytes' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0059,lineage_circularity,E,mixed_strength_cell,dataset:bruno2026/roasted_composition,,,"MANIFEST validation_strength for bruno2026/roasted_composition names more than one strength: 'independent (measured roasted chemistry; reference set)' (derived tags: independent, mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-044,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0060,lineage_circularity,E,mixed_strength_cell,dataset:cameron2020/fig5_grind_deviation,,,"MANIFEST validation_strength for cameron2020/fig5_grind_deviation names more than one strength: 'independent (measured EY deviation from the homogeneous model)' (derived tags: independent, mixed_strength, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-043,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0061,lineage_circularity,E,mixed_strength_cell,dataset:cameron2020/psd_figure2,,,"MANIFEST validation_strength for cameron2020/psd_figure2 names more than one strength: 'reference (measured PSD; the model itself uses a two-size-class idealisation, NOT this distribution)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0062,lineage_circularity,E,unresolvable_source_card,dataset:de1_fixtureA,,,"de1_fixtureA names source_card '(registry [RS])', which resolves to no single card — its lineage cannot be followed mechanically",MANIFEST source_card vs docs/cards/ stems,the specific card/chapter the rows were taken from,YES,YES,I-059,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0063,lineage_circularity,E,mixed_strength_cell,dataset:foster2025_2/fig12_14_curves,,,"MANIFEST validation_strength for foster2025_2/fig12_14_curves names more than one strength: 'post-fit, same-campaign CT observations / verification of fitted trajectories' (derived tags: mixed_strength, post_fit, verification)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-046,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0175,lineage_circularity,E,same_source_consumer,dataset:foster2025_2/fig12_14_curves,,,"foster2025_2/fig12_14_curves (mixed_strength, post_fit, verification) shares a source card with the component(s) foster2025.infiltration, foster2025.machine_mode that the manifest links to it; its strength is recorded as 'post-fit, same-campaign CT observations / verification of fitted trajectories'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-051,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0064,lineage_circularity,E,mixed_strength_cell,dataset:foster2025_2/params,,,"MANIFEST validation_strength for foster2025_2/params names more than one strength: 'verification (post-fit params)' (derived tags: mixed_strength, post_fit, verification)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-046,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0065,lineage_circularity,E,same_source_consumer,dataset:foster2025_2/params,,,"foster2025_2/params (mixed_strength, post_fit, verification) shares a source card with the component(s) foster2025.infiltration, foster2025.machine_mode that the manifest links to it; its strength is recorded as 'verification (post-fit params)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-051,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0066,lineage_circularity,E,mixed_strength_cell,dataset:g10_liquor_rheology/khomyakov_kinematic_viscosity,,,"MANIFEST validation_strength for g10_liquor_rheology/khomyakov_kinematic_viscosity names more than one strength: 'reference/qualitative (espresso is BELOW the 15 wt% measured floor)' (derived tags: mixed_strength, qualitative, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-047,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0067,lineage_circularity,E,mixed_strength_cell,dataset:g10_liquor_rheology/telis_romero_envelope,,,"MANIFEST validation_strength for g10_liquor_rheology/telis_romero_envelope names more than one strength: 'reference/qualitative (espresso-TDS extrapolated)' (derived tags: mixed_strength, qualitative, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-048,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0068,lineage_circularity,E,mixed_strength_cell,dataset:g1_glassbead_analog/retention_kr,,,"MANIFEST validation_strength for g1_glassbead_analog/retention_kr names more than one strength: 'reference/qualitative' (derived tags: mixed_strength, qualitative, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-048,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0069,lineage_circularity,E,mixed_strength_cell,dataset:g3_pump_characteristic/ulka_envelope,,,"MANIFEST validation_strength for g3_pump_characteristic/ulka_envelope names more than one strength: 'reference (endpoints) / qualitative (shape)' (derived tags: mixed_strength, qualitative, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-048,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0070,lineage_circularity,E,mixed_strength_cell,dataset:gagne2021/grinder_arm_summary,,,"MANIFEST validation_strength for gagne2021/grinder_arm_summary names more than one strength: 'qualitative (blog; measured within-session contrasts are independent, mechanistic chain is endpoint-anchored/circular)' (derived tags: independent, mixed_strength, qualitative, raw_measurement)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-042,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0071,lineage_circularity,E,mixed_strength_cell,dataset:gloess2013/de_espresso_endpoint,,,"MANIFEST validation_strength for gloess2013/de_espresso_endpoint names more than one strength: 'reference (measured endpoint; single pooled composite)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0072,lineage_circularity,E,same_source_consumer,dataset:grudeva2025/exp13_vial_stats,,,grudeva2025/exp13_vial_stats (post_fit) shares a source card with the component(s) grudeva2025.reduced that the manifest links to it; its strength is recorded as 'post-fit reconstruction',MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-052,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0073,lineage_circularity,E,mixed_strength_cell,dataset:khamitova2020/tamping,,,"MANIFEST validation_strength for khamitova2020/tamping names more than one strength: ""reference (measured HPLC means; the source's 3D solver is superseded by angeloni2023 and not intaken)"" (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0074,lineage_circularity,E,same_source_consumer,dataset:liang2021/fig3_tds,,,"liang2021/fig3_tds (digitized, post_fit) shares a source card with the component(s) liang2021.desorption that the manifest links to it; its strength is recorded as 'post-fit reconstruction (digitized)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-053,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0075,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/equilibrium_concentrations,,,"MANIFEST validation_strength for maille2024/equilibrium_concentrations names more than one strength: 'reference (measured; 5 compounds)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0076,lineage_circularity,E,same_source_consumer,dataset:maille2024/kinetics_caffeine_3cqa,,,"maille2024/kinetics_caffeine_3cqa (post_fit) shares a source card with the component(s) maille2024.phi_closure, maille2024.two_regime that the manifest links to it; its strength is recorded as 'post-fit reconstruction (per-material two-parameter curve fits, R2 0.85-0.99; batch WMBR, not espresso)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-054,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0077,lineage_circularity,E,same_source_consumer,dataset:maille2024/kinetics_organic_acids,,,"maille2024/kinetics_organic_acids (post_fit) shares a source card with the component(s) maille2024.phi_closure, maille2024.two_regime that the manifest links to it; its strength is recorded as 'post-fit reconstruction (curve fits; weaker for quinic, R2 down to 0.47)'",MANIFEST source_card == component source prefix,an out-of-source dataset measuring the same observable,YES,YES,I-054,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0078,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/normalized_curves,,,"MANIFEST validation_strength for maille2024/normalized_curves names more than one strength: 'reference (measured normalized curves)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0079,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/particle_porosity,,,"MANIFEST validation_strength for maille2024/particle_porosity names more than one strength: 'reference (measured; unredacted table)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0080,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/psd_dispersion,,,"MANIFEST validation_strength for maille2024/psd_dispersion names more than one strength: 'reference (measured; two methods)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0081,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/psd_hybrid,,,"MANIFEST validation_strength for maille2024/psd_hybrid names more than one strength: 'reference (measured PSD)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0082,lineage_circularity,E,mixed_strength_cell,dataset:maille2024/ssa,,,"MANIFEST validation_strength for maille2024/ssa names more than one strength: 'reference (measured; unredacted table)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0083,lineage_circularity,E,mixed_strength_cell,dataset:mckeonaloe2022/basket_open_area_geometry,,,"MANIFEST validation_strength for mckeonaloe2022/basket_open_area_geometry names more than one strength: 'reference/qualitative (single-specimen hobbyist imaging; open-area direct, diameters figure-read)' (derived tags: digitized, mixed_strength, qualitative, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-039,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
T-0084,lineage_circularity,E,mixed_strength_cell,dataset:mo2023_2/granulometry_table1,,,"MANIFEST validation_strength for mo2023_2/granulometry_table1 names more than one strength: 'reference (measured Mastersizer 3000 granulometry)' (derived tags: mixed_strength, raw_measurement, reference_only)","manifest cell, verbatim",which half of the cell each consuming gate actually uses,YES,YES,I-049,UNREVIEWED,explicit,puckworks/data/MANIFEST.csv,28cb97ae0363622ec5475b2bb3865cf60f32dea9
